id,prompt,answer,category,bug_reason
446e6bc9,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
bkzzqv reppeou dbyuvkp -> rabbit follows crystal
uvthjgv ujju vfj fqhhjg mevqeg -> student sees the hidden potion
vfj oquj dkv dfkuju -> the wise cat chases
wqgs hbjkau heeb -> king dreams door
Now, decrypt the following text: vfj fqhhjg ltjjg bjkhu",the hidden queen reads,Cipher,unknown_query_chars
44a57762,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
57|64 = 121
49|62 = 021
77|21 = 98
Now, determine the result for: 56[71",5011,Equation,length_mismatch
44e69b7e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90%58 = 149
48{24 = {24
29:76 = 2204
95%35 = 131
32%84 = 117
Now, determine the result for: 83%35",119,Equation,length_mismatch
44f01279,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kvaafm ehvuzu vktqsi tezvs -> rabbit chases around ocean
jkfsezuu znjbtkzu fs ytsizkbvsi -> princess explores in wonderland
csflhm umqifzu szvk tezvs -> knight studies near ocean
xtquz uzzu qsizk lvkizs -> mouse sees under garden
mzvehzk kzviu mhz ltbizs xfkktk -> teacher reads the golden mirror
Now, decrypt the following text: vbfez otbbtyu mhz ufbwzk xfkktk",alice follows the silver mirror,Cipher,unknown_query_chars
45076dc9,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
24[57 = 2457
08}95 = 12}
58^52 = 011
Now, determine the result for: 56}17",6,Equation,length_mismatch
4530aff6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
50:68 = 18
67&89 = 156
25:32 = 7
16`47 = 753
41:76 = 35
Now, determine the result for: 12&99",111,Equation,length_mismatch
45425563,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
hqrry uersbi cfr amvmejqv umme -> queen dreams the colorful door
kewyarii icquwri briisxr -> princess studies message
asc uwiamnrei bsk -> cat discovers map
uesxmy icquwri cfr aqewmqi kqggvr -> dragon studies the curious puzzle
crsafre uersbi kmcwmy -> teacher dreams potion
Now, decrypt the following text: cfr fwuury fsccre dewcri",the hidden hatter writes,Cipher,unknown_query_chars
45582be0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
17/59 = 76
73+71 = 5184
86+75 = 6451
15/46 = 61
78/98 = 176
Now, determine the result for: 68/36",104,Equation,length_mismatch
4588b3d0,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
xhn arwung stnng uzpmq -> the golden queen draws
xnpfhnz uznpyq gnpz vqwpgu -> teacher dreams near island
ovzu vypavgnq xhn hvuung qnfznx -> bird imagines the hidden secret
Now, decrypt the following text: yrtqn mzvxnq orrl",mouse writes book,Cipher,unknown_query_chars
45dbc1cc,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
46*53 = 0422
53-01 = -52
49+39 = 3949
Now, determine the result for: 98-63",-35,Equation,length_mismatch
45df54db,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
23-79 = 56
22+68 = 801
29-58 = 7
Now, determine the result for: 56-91",64,Equation,length_mismatch
45fa274d,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
pmyyq rybls mqlyr hbnnyv -> queen reads under valley
gbiiyr dkmql brkmql akmqibzq -> hatter found around mountain
fzrl dkmql brkmql dkrysi -> bird found around forest
uqzegi ogbsys syoryi -> knight chases secret
Now, decrypt the following text: fzrl lrbts igy omrzkms irybsmry",bird draws the curious treasure,Cipher,unknown_query_chars
4612258e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
}!*)! = }!)!
>{+:) = {!
>>*@{ = >>@{
@}->/ = -[}
{#*}[ = {#}[
Now, determine the result for: )#-:@",-[!,Equation,length_mismatch
4626d641,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
"")[@? = ?@
$/%&$ = ""@
)>{""! = !&/&
/?[@) = @@@
Now, determine the result for: !/{""?","@>"")",Equation,length_mismatch
462e3277,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
aozwjot toznl ajo lvupot atozlfto -> teacher reads the silver treasure
ntzhxr vizhvrol gxxc -> dragon imagines book
gvtn lool vr lwjxxu -> bird sees in school
Now, decrypt the following text: aozwjot nvlwxpotl rozt bzuzwo",teacher discovers near palace,Cipher,unknown_query_chars
465a990c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
))+$% = >\&
$[-)[ = -)
%)*)) = :>&#
Now, determine the result for: ""[-&[",:,Equation,length_mismatch
466ad340,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
^|+""^ = &/
]$+^} = `#
`#-$` = -#}
|$-|` = -&#
Now, determine the result for: `^-$#",-#$,Equation,length_mismatch
4684abe0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06*88 = 1825
26*35 = 7823
61+53 = 5361
Now, determine the result for: 74-86",-12,Equation,length_mismatch
468bf9fc,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
!!-`? = %\
&&->% = \?
>?-}? = >
:%-|` = &?
Now, determine the result for: !!+:!",>!%,Equation,length_mismatch
46c0e367,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
#>-#@ = }&
??+}# = }#&
[\*)) = #]@[
#)+?& = #@
Now, determine the result for: )&*[#",##[,Equation,length_mismatch
46fcfa9c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
!>*$$ = |?|
>&+$( = >&$(
?|-&| = @[
>&+!@ = >&!@
(}-&[ = -(!
Now, determine the result for: >(-&@",-@?,Equation,length_mismatch
47366481,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ldftmn snzofxs ohhb -> knight studies door
irn bxros nmbhztm nhpxb -> cat reads through tower
nmx izbfhzs lfdt ahzdo -> the curious king found
lfdt pbfnxs nbxrszbx -> king writes treasure
vbfdixss ofsihexbs snhby -> princess discovers story
Now, decrypt the following text: irn bxros vzwwcx",cat reads puzzle,Cipher,unknown_query_chars
47524987,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
<{-]/ = -|?
?}-{( = -/|
/?+<< = |]
|}+<] = ]/:
Now, determine the result for: </+|{",]?:,Equation,length_mismatch
47adbc85,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ibrsu tixsguo oxvpy -> alice watches story
kprasuoo sgiouo kvxrva -> princess chases potion
kprasuoo oxelruo xgu hprmgx xpuioepu -> princess studies the bright treasure
xgu iasruax pihhrx lpuino -> the ancient rabbit dreams
Now, decrypt the following text: nveou tprxuo xgu lipc xpuioepu",mouse writes the dark treasure,Cipher,unknown_query_chars
47c1d8f5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
{/*@] = {(
@%#]] = ]^
]^#]` = {@]
>(*^} = *}]
Now, determine the result for: /`#%`",]%],Equation,length_mismatch
47c368d8,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
13:89 = 76
66!89 = 561
32!56 = 98
Now, determine the result for: 29!56",851,Equation,length_mismatch
47c7c193,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
qmu rqoendu jhyru aeqkmur -> the strange mouse watches
wind aoiqur eohynb deobun -> king writes around garden
qmu dhzbun rqybunq ruur -> the golden student sees
wind ruur pyvvzu -> king sees puzzle
wnidmq thynb qmu beow kerqzu -> knight found the dark castle
Now, decrypt the following text: meqquo aoiqur qmu soidmq shhw",hatter writes the bright book,Cipher,unknown_query_chars
47d45654,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ogs yhdosaeptd jeinak dssd -> the mysterious wizard sees
xecu dotkesd ogs ynuevnq vndoqs -> king studies the magical castle
gnoosa vasnosd ogs waeugo xsh -> hatter creates the bright key
ogs vtaeptd xceugo fpqqpjd -> the curious knight follows
Now, decrypt the following text: ogs dsvaso btssc vasnosd",the secret queen creates,Cipher,unknown_query_chars
47dc6570,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
79+05 = 1584
59+03 = 1582
87+37 = 5965
67+65 = 7524
51#03 = #51
Now, determine the result for: 48#26",22,Equation,length_mismatch
48194d70,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[:*""' = [@[
:\/{^ = ^[|@
^[/@{ = :^[[
[\/'[ = '[^
Now, determine the result for: ^@/[:",^[#|,Equation,length_mismatch
482b84d2,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
orfj stts kxxo -> king sees book
ofrjie tqmhxgts eit jxhltf mnppht -> knight explores the golden puzzle
engeht dxnfl eit vhtutg dxgtse -> turtle found the clever forest
orfj viysts eit segyfjt lxxg -> king chases the strange door
ofrjie lgycs rf dxgtse -> knight draws in forest
Now, decrypt the following text: lgyjxf rayjrfts eit lygo aym",dragon imagines the dark map,Cipher,unknown_query_chars
482d0ff2,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
avgmjc elgcsy cjs egys hfrrbs -> knight writes the wise puzzle
cjs jgttsv tlqmiv uifvt -> the hidden dragon found
hlgvwsyy wjqysy qlifvt kifvcqgv -> princess chases around mountain
Now, decrypt the following text: ofssv yssy kqh",queen sees map,Cipher,unknown_query_chars
484075a4,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kliiqy sgmdbrqym gxmgsq vgcylyj -> hatter discovers inside library
tgxh sylum fxsqy hlysqx -> king draws under garden
cgys sylum ikq kgssqx mqdyqi -> bird draws the hidden secret
pfqqx dklmqm mibyj -> queen chases story
Now, decrypt the following text: ikq dvqrqy ebfmq syqlem",the clever mouse dreams,Cipher,unknown_query_chars
487bcdac,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
rqirkh giyrhb exryxs -> turtle writes potion
eiysvhbb brqdyhb mhbbjfh -> princess studies message
jkyvh hnekxihb qsdhi oykkjfh -> alice explores under village
rqirkh vtjbhb qsdhi oykkjfh -> turtle chases under village
Now, decrypt the following text: rth mlbrhiyxqb tjrrhi dijgb",the mysterious hatter draws,Cipher,unknown_query_chars
48817fa0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
\#]\\ = :[
@[]#& = !#
@%-%} = }\
&}]\[ = %[]
Now, determine the result for: }[?!""",##:%,Equation,length_mismatch
4895b955,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
40^13 = 1
86(19 = 8619
58{88 = 5104
99(67 = 9967
Now, determine the result for: 47(96",4796,Equation,length_mismatch
48ae115d,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[^-\\ = (::
[`)\> = `]
>\'|` = (>@`
(:'>@ = @^:
\>)`\ = |]
Now, determine the result for: ]>']|",\[@`,Equation,length_mismatch
48c25e0e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
82-18 = 1476
93^50 = ^43
26-61 = 1586
Now, determine the result for: 43&11",53,Equation,length_mismatch
48cd9139,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ijgirc syrryqo sygcoi -> turtle follows forest
wfiicg xgcfho iwc hkoicgbyjo sygcoi -> hatter dreams the mysterious forest
iwc hkoicgbyjo pfi qgbico -> the mysterious cat writes
icfpwcg xgcfho juxcg mfgxcu -> teacher dreams under garden
eubmwi xgfqo iwc qboc mfgxcu -> knight draws the wise garden
Now, decrypt the following text: oijxcui xgcfho hft",student dreams map,Cipher,unknown_query_chars
490884a0,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gspo bayel yrwka kyffai -> king reads above valley
gpsoux zwffwml raiwpe wdayp -> knight follows beyond ocean
ebyowp dbayxal xua rbsoux rwwg -> dragon creates the bright book
gspo dbayxal zwbalx -> king creates forest
Now, decrypt the following text: gpsoux zwffwml vpeab dylxfa",knight follows under castle,Cipher,unknown_query_chars
491b8ea5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
!^+){ = |}
]/*|| = ]/||
]@-|] = !)
Now, determine the result for: @|-]!",)!,Equation,length_mismatch
4925c815,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gryl tpnorkt rytrok hvtpak -> king studies inside castle
puk tkhxkp tpnokyp tpnorkt -> the secret student studies
xvddrp oxvjt nyokx fvavhk -> rabbit draws under palace
Now, decrypt the following text: gryl hxkvpkt vxwnyo whkvy",king creates around ocean,Cipher,unknown_query_chars
492fa295,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
qlaao srmhsoaj nafpow tpowaezmow -> queen imagines beyond wonderland
emnnsc wsjipyaej cua hpzwao rmd -> rabbit discovers the golden map
mzsia srmhsoaj meplow hmewao -> alice imagines around garden
Now, decrypt the following text: desoiajj vplow cua wmex iefjcmz",princess found the dark crystal,Cipher,unknown_query_chars
4955726d,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
txwhzxr vkwovaxu jlln -> teacher imagines book
tzx kwovhwy nvao rxwcu -> the magical king reads
zwttxr uxxu uxhrxt -> hatter sees secret
Now, decrypt the following text: srvahxuu uxxu tzrlfoz tlbxr",princess sees through tower,Cipher,unknown_query_chars
49578b02,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
05*63 = 1081
15+12 = 37
05-39 = -34
53*69 = 1633
Now, determine the result for: 07+22",39,Equation,length_mismatch
49699136,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
88*39 = 8839
64<16 = 80
26#12 = #14
21*72 = 2172
Now, determine the result for: 77#25",#52,Equation,length_mismatch
49743645,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
83-86 = 03
72*86 = 7381
42+25 = 67
83+05 = 88
71+73 = 45
Now, determine the result for: 99*07",1396,Equation,length_mismatch
49824755,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
tlh lmyyhf tqdteh ydhbcj -> the hidden turtle dreams
tlh jtdbfkh thbolhd ydhbcj -> the strange teacher dreams
dbnnmt olbjhj tlh ndmklt vqggeh -> rabbit chases the bright puzzle
Now, decrypt the following text: jtqyhft olbjhj tldrqkl urdhjt",student chases through forest,Cipher,unknown_query_chars
498d71dc,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
jseuzk rleknf wmb -> knight writes map
dpnns ngbqhlnf anxhsi veqqmun -> queen explores beyond village
zmkknl fkpienf kzn imlj omfkqn -> hatter studies the dark castle
mqeon fkpienf mlhpsi honms -> alice studies around ocean
Now, decrypt the following text: kzn ohqhltpq whpfn rmkoznf",the colorful mouse watches,Cipher,unknown_query_chars
49919931,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
78:29 = 4008
04*01 = 0
02:18 = 0261
Now, determine the result for: 42*59",32,Equation,length_mismatch
49ac9daf,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
75*17 = 921
18+32 = 85
07'05 = 0053
89+73 = 16
Now, determine the result for: 64*52",27,Equation,length_mismatch
49b244e3,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
mvl kreasrj rjasl lfyjbclz -> the magical alice explores
vrmmlc obnhx mvl kpzmlcabnz kry -> hatter found the mysterious map
ihaevm zmnxalz gbbi -> knight studies book
crggam zllz mvl sncabnz mclrzncl -> rabbit sees the curious treasure
Now, decrypt the following text: iahe trmsvlz mvl gcaevm scpzmrj",king watches the bright crystal,Cipher,unknown_query_chars
49bc1b7b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
89`47 = 2527
05]86 = ]81
38[48 = 861
11]68 = ]57
Now, determine the result for: 88[79",681,Equation,length_mismatch
49f6975c,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
tvzmcq vlztp ual ihpulvxcdp uvlzpdvl -> dragon reads the mysterious treasure
ual bvxmau icdpl txpjcrlvp -> the bright mouse discovers
pudtlqu jvlzulp blhcqt rzsslh -> student creates beyond valley
Now, decrypt the following text: gxqm pudtxlp uavcdma icdquzxq",king studies through mountain,Cipher,unknown_query_chars
49f6ba46,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
#{&'\ = )!{
`)&)) = )\{
`)@[{ = `)[{
Now, determine the result for: )>&'!",``,Equation,length_mismatch
4a02017f,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
""""-[: = ?
[/-&[ = -@""
/[-&"" = [/
Now, determine the result for: #?+'""",'&},Equation,length_mismatch
4a0a0c84,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
xeoxuy ywsutoyb xfoterf lkuuyc -> turtle explores through valley
kujdy vtuutqb gyc -> alice follows key
xfy bydoyx qjnkoi vtemi -> the secret wizard found
Now, decrypt the following text: qjnkoi qojxyb pks",wizard writes map,Cipher,unknown_query_chars
4a0dd54e,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
paiiow xwoaioc ipo nwjepi iwoacfwo -> hatter creates the bright treasure
ioaxpow jyaejhoc ipo yaejxaq gos -> teacher imagines the magical key
ciftohi ciftjoc ipo ciwaheo yaz -> student studies the strange map
ufooh tjcxlmowc zfrrqo -> queen discovers puzzle
njwt twoayc blwoci -> bird dreams forest
Now, decrypt the following text: twaelh twakc anlmo jcqaht",dragon draws above island,Cipher,unknown_query_chars
4a1d0740,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
hgto pgauzjmna ycm cgppmt egnnzn -> king discovers the hidden mirror
ycm ayndtom bngtumaa pgauzjmna -> the strange princess discovers
ndwwgy pgauzjmna tmdn fgwndns -> rabbit discovers near library
Now, decrypt the following text: kxmmt pndqa ycnzxoc qztpmnfdtp",queen draws through wonderland,Cipher,unknown_query_chars
4a30dd44,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ipc pdbbcl mfoodi tfiupcw -> the hidden rabbit watches
fxduc tmdicw bnnm -> alice writes door
ipc unxnmkhx jdlv dqfvdlcw -> the colorful king imagines
Now, decrypt the following text: mfoodi upfwcw rhzzxc",rabbit chases puzzle,Cipher,unknown_query_chars
4a4fc4db,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
rsm yvjzmvr tnipm jsypmp -> the ancient mouse chases
gvzesr jkmyrmp yhnqm zpxyvc -> knight creates above island
rsm szccmv rikrxm mldxnkmp -> the hidden turtle explores
rsm jxmqmk tnipm priczmp -> the clever mouse studies
ozbykc ckyop zvpzcm qzxxyem -> wizard draws inside village
Now, decrypt the following text: rmyjsmk ckmytp hmfnvc onvcmkxyvc",teacher dreams beyond wonderland,Cipher,unknown_query_chars
4a550d12,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wvttyj pyqzbofwq jcf zlwyblq xvi -> rabbit discovers the curious map
mlffr hvjzcfq ilssuf -> queen watches puzzle
jcf xeqjfwyblq vuyzf zwfvjfq -> the mysterious alice creates
hysvwp pwvhq tbbd -> wizard draws book
Now, decrypt the following text: jcf qfzwfj hysvwp yxvayrfq",the secret wizard imagines,Cipher,unknown_query_chars
4a569495,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
52-27 = -74
02+79 = 611
13*13 = 1313
Now, determine the result for: 53+04",47,Equation,length_mismatch
4a573530,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ujq suocirq bldcox xocbs -> the strange wizard draws
uqcejqo qmkvpoqs tpoqsu -> teacher explores forest
uqcejqo xocbs eonsucv -> teacher draws crystal
Now, decrypt the following text: ecu tpvvpbs yloopo",cat follows mirror,Cipher,unknown_query_chars
4a8eafe3,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
65+27 = 921
02*91 = 183
84*44 = 3112
82+62 = 55
Now, determine the result for: 95*68",5705,Equation,length_mismatch
4aa837c4,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
jgk xromqrf vmyl phffhea -> the magical bird follows
symnqkaa lmaqhdkya xrs -> princess discovers map
jgk qiymhia jkrqgky eymjka -> the curious teacher writes
jgk lryc emtryl lmaqhdkya -> the dark wizard discovers
jkrqgky lmaqhdkya jgyhiog drffkw -> teacher discovers through valley
Now, decrypt the following text: jgk qiymhia symnqkaa kzsfhyka",the curious princess explores,Cipher,unknown_query_chars
4aabfc3b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
03*61 = 64
05*84 = 89
27""97 = 8865
Now, determine the result for: 31*85",17,Equation,length_mismatch
4abe4a51,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
xmn ysbxprkwb akl -> cat discovers key
nhk bsurkw asqv ysbxprkwb -> the silver king discovers
eswy ywmjb akl -> bird draws key
Now, decrypt the following text: iwsqxkbb jmnxhkb nhk ewsvhn omi",princess watches the bright map,Cipher,unknown_query_chars
4ad6f14b,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
qjw fpnxopc bpyyxq xfpnxkwd -> the magical rabbit imagines
dqirwkq rbptd qjw txdw rggb -> student draws the wise door
eiwwk bwprd qjw ocwlwb hgqxgk -> queen reads the clever potion
jpqqwb dqirxwd fph -> hatter studies map
Now, decrypt the following text: yxbr ugikr xk tgkrwbcpkr",bird found in wonderland,Cipher,unknown_query_chars
4aeed935,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
24*74 = 7424
75+78 = 7875
31+96 = 9631
07-19 = -12
Now, determine the result for: 55*14",1455,Equation,length_mismatch
4af42bde,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kseft vbhftf dbt kzfdtwpsef fdswz -> mouse chases the mysterious story
dbt vrtctw jplhwi jwpdtf -> the clever wizard writes
jplhwi osrrsjf gsdpsm -> wizard follows potion
dbt ihwn ypwi wthif -> the dark bird reads
Now, decrypt the following text: vhd osemi dbt khapvhr ahwitm",cat found the magical garden,Cipher,unknown_query_chars
4b257a7e,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
nlot qolgpr larltp idotpa -> bird writes inside garden
edggpo opdtr gep suzuoyhz yuoprg -> hatter reads the colorful forest
vlai yuhat bloouo -> king found mirror
gep bdilsdz vlai topdbr -> the magical king dreams
khppa yuzzuqr vpf -> queen follows key
Now, decrypt the following text: vlai todqr dnump sdrgzp",king draws above castle,Cipher,unknown_query_chars
4b68c0aa,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ewig xyuzk pby gnhzyi fnpwni -> king reads the golden potion
pqxphy vxyupyk pxyukqxy -> turtle creates treasure
xusswp vxyupyk iyux kvbnnh -> rabbit creates near school
Now, decrypt the following text: ewig yrfhnxyk twxxnx",king explores mirror,Cipher,unknown_query_chars
4b70414e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
35+44 = 79
41#55 = 967
07<13 = 93<
19+14 = 231
06#21 = 917
Now, determine the result for: 48#83",1913,Equation,length_mismatch
4b7c076e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
`/)$@ = #&$
$]^&` = &/`""
&`*]# = *#$
#])$` = @""$
Now, determine the result for: #]){$",#{$,Equation,length_mismatch
4bb8c6cd,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
`!-|: = -]!
]/-]: = `
'`-\' = -`/
]`+\| = ]`\|
]^-|/ = -`|
Now, determine the result for: ]}*\!",]}\!,Equation,length_mismatch
4bc2ac16,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ndybuett dexot lce teudel sxn -> princess reads the secret map
wbygcl rdylet nqppve -> knight writes puzzle
uxl fiqbo uxtlve -> cat found castle
lce cyooeb wbygcl rxlucet -> the hidden knight watches
Now, decrypt the following text: dxjjyl odexst lce xbuyebl sxn",rabbit dreams the ancient map,Cipher,unknown_query_chars
4bc6e6b5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16/70 = 6
59$26 = 1535
31/58 = 27
11/98 = 10
23+49 = 72
Now, determine the result for: 31+36",67,Equation,length_mismatch
4be63499,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
cgl thny ohc rcftslr -> the dark cat studies
cgl rsuiln clhogln rcftslr -> the silver teacher studies
yswa onlhclr wlhn pknlrc -> king creates near forest
Now, decrypt the following text: qfllw pkfwt swrstl isuuhal",queen found inside village,Cipher,unknown_query_chars
4bfd095a,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
{%*)) = )){
)/*/"" = [^^{
)""-\[ = -\\
{)*[{ = \\@
Now, determine the result for: @/*[@",{<<<,Equation,length_mismatch
4c1962eb,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kzxl qyjjyfb vtlex udjdae -> bird follows under palace
ado qyvtl oge myjlet sebbdme -> cat found the golden message
ovxoje fdoageb oge beaxeo uyozyt -> turtle watches the secret potion
gdooex axedoeb oge gzllet sdu -> hatter creates the hidden map
Now, decrypt the following text: oedagex lxedsb axhbodj",teacher dreams crystal,Cipher,unknown_query_chars
4c19c1cb,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
76?45 = 8163
72?62 = 207
91&14 = 9114
Now, determine the result for: 35?09",0774,Equation,length_mismatch
4c57a53f,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
67[45 = [22
25?33 = 59
16?36 = 53
17[87 = [70
Now, determine the result for: 37[33",[4,Equation,length_mismatch
4c6cf9d9,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
58*34 = 24
41`35 = 86
53`27 = 801
29*25 = 04
Now, determine the result for: 29*65",63,Equation,length_mismatch
4c7ed129,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ncpqtr huzidf froua -> knight dreams story
tirrzu fzzf rtz tphhzc dzffiqz -> hatter sees the hidden message
jpmiuh huzidf rtz tphhzc wymmxz -> wizard dreams the hidden puzzle
Now, decrypt the following text: rtz eyupoyf fryhzcr etifzf",the curious student chases,Cipher,unknown_query_chars
4cb5e927,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
37/18 = 665
88:71 = 159
25-97 = -72
Now, determine the result for: 69-49",-20,Equation,length_mismatch
4ccc4137,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
iwb nerqg bmy phdbyflerd iwdbjy -> cat found the mysterious castle
bmy dbfwqcy tflqiydd kflbyd -> the strange princess writes
mwbbyf ifywbyd bfywdrfy -> hatter creates treasure
Now, decrypt the following text: perdy yztjefyd vyheqg keqgyfjwqg",mouse explores beyond wonderland,Cipher,unknown_query_chars
4cec672c,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kglkfm ommo pgaafm -> turtle sees puzzle
zjxtuk ieksumo kulqgtu dqgjkexj -> knight watches through mountain
zjxtuk ommo jmel weffmn -> knight sees near valley
kum sfmwml uekkml sueomo -> the clever hatter chases
Now, decrypt the following text: plxjsmoo lmeho pqkxqj",princess reads potion,Cipher,unknown_query_chars
4cf073bf,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
93+01 = 94
19^33 = 1933
04^26 = 0426
Now, determine the result for: 02+06",08,Equation,length_mismatch
4d04ce0c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
`[>`\ = (}#}
:#&?' = ]'
(]>\\ = (##(
\#>?' = ?#'#
Now, determine the result for: ?(&[}",&:?,Equation,length_mismatch
4d1ae327,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
96&97 = &01
44+52 = 96
19&76 = 42
99&84 = 15
52?12 = 625
Now, determine the result for: 22&64",&42,Equation,length_mismatch
